Name;PKD_2007;PKD_2007_all;description_PL;description_EN;source
NULL;1920;NULL;produkcja nafty lotniczej (kerozyny);NULL;Dane_syntetyczne_1
NULL;1920;NULL;wytwarzaniem olejów opałowych lekkich, średnich i ciężkich;NULL;Dane_syntetyczne_1
NULL;1920;NULL;produkcja gazów rafineryjnych, takich jak propan i butan;NULL;Dane_syntetyczne_1
NULL;1920;NULL;produkcja olejów smarowych i smarów;NULL;Dane_syntetyczne_1
NULL;1920;NULL;przeróbką olejów przepracowanych na nowe smary;NULL;Dane_syntetyczne_1
NULL;1920;NULL;produkcja asfaltu i wyrobów dla pokryć drogowych;NULL;Dane_syntetyczne_1
NULL;1920;NULL;wytwarzaniem wazelin i parafin;NULL;Dane_syntetyczne_1
MAŁGOSIA ROBERT STABRYŁA, MAŁGORZATA STABRYŁA;1071;1071Z, 1072Z, 4724Z, 4729Z;Branża: Księgowość i rachunkowość | Produkty: Usługi księgowe, Wirtualne biuro, Audyt księgowo-podatkowy, Doradztwo podatkowe, Rejestracja spółek, Optymalizacja podatkowa, Usługi informatyczne dla podmiotów medycznych | Usługi: Załóż firmę, Księgowość, Kadry i Płace, Wirtualny adres, Audyt księgowo-podatkowy, Doradztwo podatkowe, Doradztwo prawne, Rejestracja spółek, Optymalizacja podatkowa, Usługi informatyczne;NULL;BJS_OPIS_01 10 2025_PKD
ELEKTRO SYSTEM PLUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;2651;2651Z, 3314Z, 4652Z, 4690Z, 4778Z, 4791Z;Branża: Elektrotechnika | Produkty: Brak | Usługi: Kontrola, monitoring, archiwizowanie parametrów urządzeń oraz procesów przemysłowych;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2420;NULL;produkcją gwintowanych złączek rurowych.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur ze stali stopowej bez szwu.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur ze stali węglowej bez szwu.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją przewodów rurowych do ciepłownictwa.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur bez szwu dla hydrauliki.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur precyzyjnych dla przemysłu motoryzacyjnego.;NULL;Dane_syntetyczne_1
PRZEDSIĘBIORSTWO WIELOBRANŻOWE ANWA-PARTS KATARZYNA WALUSCH;2932;2932Z, 4520Z, 4531Z, 4532Z, 4941Z;Twój Bilans - Biuro rachunkowe Ostrów Wielkopolski Główna O firmie Usługi Kontakt Blog Ostrów: 697 220 168 697 220 121 Visit our Facebook Visit our Twitter Visit our LinkedIn Główna O firmie Usługi Kontakt Blog Rzetelna Księgowość Zachowaj stabilny bilans w firmie Postaw na rzetelne biuro rachunkowe, działające od ponad 10 lat na rynku. Poznaj nas Sprawdź cennik Nasza historia Bilans Spółka z ograniczoną odpowiedzialnością. Podmiot uprawniony do badania sprawozdań finansowych nr 134. Powstała w 1992 roku jako spółka osób fizycznych, głównie biegłych rewidentów. Została wpisana na listę podmiotów uprawnionych do badania jako 21 w Polsce i jako 1 w Wielkopolsce. Bilans Spółka z ograniczoną odpowiedzialnością w Ostrowie Wielkopolskim działalność rozpoczęła w 1992 roku. W pierwszym okresie podstawową działalnością spółki było badanie sprawozdań finansowych. W ciągu prawie 20 lat działalności wykonaliśmy ponad 1850 badań i przeglądów. Badaliśmy jednostki o różnej formie organizacyjnej jak spółki akcyjne, spółki z ograniczoną odpowiedzialnością, spółki jawne i cywilne, osoby prowadzące działalność gospodarczą, stowarzyszenia, jednostki budżetowe, szpitale, przedsiębiorstwa państwowe i roczne sprawozdania miasta Ostrowa Wielkopolskiego. Spółka prowadziła działalność szkoleniową, doradztwo z zakresu rachunkowości i podatków a od 1995 roku usługowo księgi rachunkowe. Z chwilą rozpoczęcia działalności przez spółkę komandytową, działalność komplementariusza ogranicza się do badania sprawozdań finansowych realizowanych przez biegłych rewidentów nie będącymi wspólnikami (komandytariuszami). Bilans Spółka z o.o. spółka komandytowa rozpoczęła działalność 1 lipca 2010 r. Komplementariuszem spółki jest Bilans Spółka z ograniczoną odpowiedzialnością, która rozpoczęła działalność w 1992 r. To nas wyróżnia Specjaliści w swojej dziedzinie, Bogate portfolio klientów, Ciągły rozwój i edukcja w branży, Ponad 10 lat na rynku, Pełna zgodność z RODO, Kompleksowa obsługa, Utrzymaj bilans w firmie Zadzwoń do nas >> Zajmujemy się badaniem sprawozdań finansowych oraz innych czynności rewizji finansowej. Prowadzimy pełne ksiągi rachunkowe. Jesteśmy odpowiedzialni za księgi przychodów i rozchodów i kwestie związane z ryczałtem. Prowadzimy doradztwo podatkowe, rozliczanie podatków ekspertyzy, opinie ekonomiczno-finansowe. Dla wszystkich naszych klientów mamy szkolenia i doradztwo w zakresie rachunkowości, finansów Nasze usługi Twoja firma w bezpiecznych rękach Zaufali nam Poznaj grono naszych zadowolonych klientów. Tu może być Twoja firma! Odpowiedni bilans wiedzy Nasza zbilansowana wiedza dla Twojej firmy. Nowinki, procedury, kwestie prawne. Bądź na bieżąco! 2022-12-14 Czym jest ryczałt ewidencjonowany? kamikstudio Brak komentarzy Ryczałt ewidencjonowany jest uproszczoną formą opodatkowania działalności gospodarczej. W przypadku tej formy rozliczania się przedsiębiorcy płacą podatek od przychodu. W tej sytuacji nie mają oni możliwości pomniejszenia podatku o koszty uzyskania przychodu. Przedsiębiorcami, którzy mogą korzystać z tej formy opodatkowania są osoby prowadzące działalność gospodarczą w formie indywidualnej bądź spółki osobowej. Chęć rozliczania się na […] Więcej > 2022-12-14 Rola biura rachunkowego kamikstudio Brak komentarzy Prowadzenie działalności gospodarczej to często praca niemal całą dobę. Natłok zadań i obowiązków, różnego typu spotkań i realizacja sprawia, że czas wolny kurczy się kosztem czasu pracy. Im bardziej firma się rozrasta, tym bardziej przybywa obowiązków. Tutaj pojawia się miejsce dla profesjonalnego biura rachunkowego. Wysoka jakość usług oraz pełen profesjonalizm dobrze przygotowanych do pracy specjalistów […] Więcej > 2022-12-14 Jak wybrać biuro rachunkowe? kamikstudio Brak komentarzy Prowadzać swoją działalność gospodarczą możesz swoimi rachunkami zajmować się samodzielnie. Często jednak są to nie tylko sprawy skomplikowane, ale też niezwykle czasochłonne, co sprawia, że wielu przedsiębiorców chce ten obowiązek delegować na specjalistę. Prowadzenie firmy to duża ilość obowiązków, co może uniemożliwiać ciągłe dokształcanie się z rachunkowości i zmieniających się przepisów. Chcąc więc uniknąć pomyłek i kłopotów lepiej zdecydować się na podjęcie współpracy z biurem rachunkowym. Więcej > Kontakt Jesteśmy do Twojej dyspozycji od Poniedziałku do Piątku w godzinach od 7:00 do 16:00. Możesz skontaktować się z nami pisząc na biuro@twojbilans.pl lub na wydelegowane skrzynki dla swojej miejscowości: kalisz@twojbilans.pl lub ostrow@twojbilans.pl Jeśli chcesz - skorzystaj z formularza kontaktowego na tej stronie. NIP Firmy: * Adres e-mail: * Telefon kontaktowy * Państwa wiadomość: Zgody * Wyrażam zgodę na otrzymywanie drogą elektroniczną na wskazany przeze mnie adres e-mail, informacji handlowej w rozumieniu art. 10 ust. 1 ustawy z dnia 18 lipca 2002 roku o świadczeniu usług drogą elektroniczną od Bilans Sp. z o.o. Opinie ekonomiczno-finansowe Rozliczanie podatków ekspertyzy Doradztwo podatkowe Ryczałt KPiR (Księgi przychodów i rozchodów) Prowadzenie ksiąg rachunkowych Czynności rewizji finansowych Badanie sprawozdań finansowych O firmie Nasze usługi Cennik biura Klienci, którzy nam zaufali Kontakt z nami Blog Visit our Facebook Visit our Twitter Visit our LinkedIn Biuro Ostrów Wielkopolski ul. Wrocławska 77 63-400 Ostrów Wielkopolski tel. 62 736-43-25 tel. 697-220-121 e-mail: ostrow@twojbilans.pl Polityka prywatności Regulamin serwisu 2015 - 2022 (C) Bilans Sp. z  o.o. Sp. komandytowa wdrożenie i realizacja: KamikStudio book chevron-left chevron-right cogs group sitemap shield hourglass-2 linkedin facebook pinterest youtube rss twitter instagram facebook-blank rss-blank linkedin-blank pinterest youtube twitter instagram Powiadomienia;NULL;BJS_OPIS_01 10 2025_PKD
FAGRO D. GROSZ A. FAŁEK;1721;1721Z, 1722Z, 4649Z, 4690Z, 7739Z;Od 1991 roku zajmujemy się produkcją toreb papierowych oraz opakowań. Przejdź do treści Strona główna Firma Oferta » Torby papierowe wielowarstwowe Torby papierowe z uchwytem płaskim Torby papierowe z uchwytem skręcanym Drukarnia fleksograficzna Kontakt PL Firma Producent toreb papierowych FAGRO Firma FAGRO spółka jawna prowadzi działalność produkcyjno-handlową od 1991 roku. Dzisiaj jesteśmy nowoczesnym i jednocześnie wciąż rozwijającym się przedsiębiorstwem o ugruntowanej pozycji na rynku opakowań papierowych. Zapraszamy do zapoznania się z naszą ofertą. W razie pytań prosimy o kontakt, a postaramy się wyczerpująco odpowiedzieć na każde pytanie. Specjalizujemy się w produkcji toreb papierowych i worków papierowych. Dzisiaj jesteśmy nowoczesnym i jednocześnie wciąż rozwijającym się przedsiębiorstwem o ugruntowanej pozycji na rynku opakowań papierowych. Do naszych domen należą wysoka jakość produktów, konkurencyjne ceny, terminowość realizacji zamówień oraz wciąż poszerzająca się oferta handlowa. Aby w należyty sposób spełnić oczekiwania naszych Klientów pod względem jakościowym, z niezwykłą uwagą podchodzimy do jakości wykorzystywanych przez nas surowców i dodatków poprzez ciągłe monitorowanie dostawców, którzy w znacznej większości zaliczają się do ścisłej światowej czołówki. Posiadamy własną bazę magazynową oraz zapewniamy naszym Klientom pełną obsługę logistyczną. 2024 Fagro | Projekt i wykonanie A.I.FIA Wszelkie prawa zastrzeżone. Strona korzysta z plików cookies Kliknij przycisk akceptuj, jeżeli się zgadzasz. Więcej informacji Akceptuj Nie, dziękuję;NULL;BJS_OPIS_01 10 2025_PKD
REALITY PUMP;1820;1820Z, 3240Z;topware.pl;NULL;BJS_OPIS_01 10 2025_PKD
REKI;3109;3109;IKER - under construction Website under construction Meanwhile you can visit our online store ikershop.com;NULL;BJS_OPIS_01 10 2025_PKD
SDRUK   PLASTCARD SPÓŁKA KOMANDYTO;1721;1721;IKER - under construction Website under construction Meanwhile you can visit our online store ikershop.com;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2434;NULL;produkcją drutu stalowego do produkcji kabłąków.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;ciągnieniem na zimno walcówki do drutu dla urządzeń dźwigowych.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu stalowego do produkcji łańcuchów.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu ciągnionego na zimno dla górnictwa.;NULL;Dane_syntetyczne_1
LUXOLAR Zbigniew Dziemianowicz;2740;4759Z, 4791Z;Branża: Szkło | Produkty: ręcznie dekorowane szkło, kolekcje oświetleniowe | Usługi: marketingowe, analityczne;NULL;BJS_OPIS_01 10 2025_PKD
PARSON Oliwer Śmiechowski;2511;2562Z, 2573Z, 2594Z, 3311Z, 4941Z;Branża: Obróbka metali | Produkty: Toczenie, Frezowanie, Spawanie, Montaż | Usługi: Projektowanie i Konstrukcja | --- | Branża: Produkcja | Produkty: Narzędzia CNC, Maszyny do obróbki skrawaniem | Usługi: Projektowanie CAd/CAm, Obróbka skrawaniem;NULL;BJS_OPIS_01 10 2025_PKD
PRZEDSIĘBIORSTWO WIELOBRANŻOWE JARPOL JAROSŁAW PTASIŃSKI;1414;1414Z, 1419 , 4771Z;Branża: bielizna damska | Produkty: biustonosze, bielizna dla kobiet o większym biuście | Usługi: produkcja i sprzedaż;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2640;NULL;produkcją sprzętu audio i wideo do kina domowego.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją nagrywarek DVD.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją telewizorów LED.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją ekranów plazmowych do telewizorów.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją dyktafonów elektronicznych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją projektorów do transmisji telewizyjnych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją wież Hi-Fi.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją odbiorników radiowych DAB.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją głośników.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją kamer cyfrowych użytku domowego.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją wzmacniaczy dla systemów nagłaśniających.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją mikrofonów bezprzewodowych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją odtwarzaczy Blu-ray.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją konsol do gier przenośnych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją słuchawek bezprzewodowych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją domowych systemów nagrywania dźwięku.;NULL;Dane_syntetyczne_1
REM-MASZ TKANINY TECHNICZNE ANNA KLIŚ, PIOTR KLIŚ;1320;1396Z, 1399Z;Branża: Przemysł tekstylny | Produkty: Tkaniny techniczne, geotkanina, tkanina aeracyjna | Usługi: Produkcja kompensatorów, uszczelnień hybrydowych i tkanin technicznych;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2420;NULL;produkcją kształtowników zamkniętych formowanych na gorąco i spawanych spiralnie.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur o średnicy 300 mm spawanych wzdłużnie.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur o przekroju prostokątnym formowanych na gorąco.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją spawanych rur precyzyjnych poddanych walcowaniu na zimno.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją kołnierzy z kutych pierścieni.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją łączników rurowych spawanych doczołowo.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją stalowych tulei gwintowanych.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur bez szwu ze stali nierdzewnej.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją przewodów rurowych precyzyjnych.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur bez szwu z wykorzystaniem procesu obróbki na gorąco.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur precyzyjnych ciągnionych na zimno z rur walcowanych na gorąco.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją spawanych rur do systemów wentylacyjnych.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją małych rur spawanych wzdłużnie.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur spawanych przez formowanie na zimno taśm walcowanych.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur precyzyjnych formowanych do kształtu nieokrągłego.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją łączników gwintowanych do rur o małej średnicy.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur stalowych do instalacji sanitarnych.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją przewodów rurowych do instalacji przeciwpożarowych.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur bez szwu dla przemysłu chemicznego.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur walcowanych na zimno o okrągłym przekroju poprzecznym.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją spawanych rur z kęsów stalowych.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją kształtowników zamkniętych spawanych spiralnie.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją spawanych rur ze stali formowanych na gorąco.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją precyzyjnych rur spawanych wzdłużnie, o średnicy 400 mm.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją łączników spawanych doczołowo dla dużych rurociągów.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją kołnierzy płaskich do rur.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją stalowych kolan gwintowanych.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur stalowych dla chłodnictwa.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur stalowych do systemów grzewczych.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur bez szwu z półproduktu odlewanego ciągle.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur nieprecyzyjnych ciągnionych na zimno.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją spawanych rur stalowych dla budownictwa morskiego.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją rur o nieokrągłym przekroju przez formowanie na zimno.;NULL;Dane_syntetyczne_1
UNICUM ETYKIETY SP. O.O.;1812;1729 , 1812Z, 1813Z, 3312Z, 4649Z;Branża: Kosmetyczna | Produkty: etykiety samoprzylepne, etykiety folie, etykiety termokurczliwe | Usługi: druk etykiet, weryfikacja kodé QR;NULL;BJS_OPIS_01 10 2025_PKD
VIPLAST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;2223;2223Z, 4690 ;Branża: Elektroinstalacyjna | Produkty: osrzpy elektroinsatlacyjne, puszki natynkowe | Usługi: produkcja;NULL;BJS_OPIS_01 10 2025_PKD
TIWBUD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;2512;2511Z, 4110Z, 4399Z;BRANŻA: Budownictwo | PRODUKTY: Konstrukcje stalowe, hale, pawilony, kontenery | USŁUGI: Montaż konstrukcji stalowych i obiektów opartych na technologii z płyt warstwowych;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2420;NULL;produkcją rur o przekroju eliptycznym, spawanych.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją spawanych rur precyzyjnych formowanych na gorąco.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją kołnierzy kutych z pierścieniami.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją reduktorów rurowych spawanych doczołowo.;NULL;Dane_syntetyczne_1
NULL;2420;NULL;produkcją zaślepek gwintowanych ze stali.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ze stali poprzez ciągnienie na zimno.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją stalowych sztab ciągnionych na zimno.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem stalowych prętów.;NULL;Dane_syntetyczne_1
ZAKŁAD OBRÓBKI MECHANICZNEJ S.C. TOMASZ BERZOWSKI, BERNADETA BERZOWSKA,;2562;2562Z;Branża: Obróbka skrawaniem | Produkty: Części do maszyn i urządzeń, elementy złączne, sprzęgła, dysze zraszające | Usługi: Obróbka skrawaniem;NULL;BJS_OPIS_01 10 2025_PKD
AUSTENIT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ I WSPÓLNICY  SPÓŁKA KOM;3320;2529Z, 2561Z, 2562Z, 3311Z, 3312Z, 4322Z;404 - Page not found 404 Page not found The page you are looking for doesn't exist or has been moved.;NULL;BJS_OPIS_01 10 2025_PKD
2020 FURNITURE DESIGN;3109;3101Z, 3102Z, 3103Z, 3109Z;Branża: Doradztwo ekonomiczne | Produkty: Brak | Usługi: | - Usługi księgowo-podatkowe | - Sprawy pracownicze | - Rozliczenia ZUS | - Sporządzanie sprawozdań i bilansów | - Pomoc w uzyskaniu zwrotu podatku lub zasiłku rodzinnego za granicą;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2894;NULL;produkcją wrzecion i skrzydełek wrzecion.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do powlekania tkanin klejem.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do składania tkanin.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją pralek przemysłowych.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją igieł do maszyn do szycia przemysłowych.;NULL;Dane_syntetyczne_1
HALLSTER SERWIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;3312;3312Z;Branża: IT | Produkty: Brak | Usługi: Brak;NULL;BJS_OPIS_01 10 2025_PKD
Pracownia Sprzętu Alpinistycznego Bartosz Małachowski;1413;1392Z, 1419Z, 2894Z;Branża: Outdoor | Produkty: Śpiwory, Kamizelki, Worki kompresjne, Spodnie | Usługi: Renowacja wyrobów puchowych;NULL;BJS_OPIS_01 10 2025_PKD
NULL;1820;NULL;reprodukcja płyt DVD z treściami multimedialnymi;NULL;Dane_syntetyczne_1
NULL;1820;NULL;produkcja kopii płyt CD z materiałami medycznymi;NULL;Dane_syntetyczne_1
NULL;1820;NULL;reprodukcja płyt winylowych z muzyką jazzową;NULL;Dane_syntetyczne_1
NULL;1820;NULL;powielaniem taśm z zapisem muzyki rockowej;NULL;Dane_syntetyczne_1
PRACOWNIA SPRZĘTU ALPINISTYCZNEGO MAŁACHOWSKI S.C.;1413;1413Z, 4764Z, 5520Z, 5610A;Branża: Turystyka | Produkty: Śpiwory, Worki kompresjne, Odzież (damska i męska), Kamizelki, Spodnie | Usługi: Konfigurator;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2431;NULL;łuszczeniem stalowych sztab.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno do obróbki mechanicznej.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab o określonej tolerancji poprzez szlifowanie.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno o przekroju okrągłym.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno o przekroju kwadratowym.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem wyrobów ze stali stopowej.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów ze stali nierdzewnej.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno dla przemysłu motoryzacyjnego.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno dla budownictwa.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;obróbką stali poprzez łuszczenie w celu usunięcia zgorzeliny.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów kalibrowanych poprzez ciągnienie na zimno.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją stalowych sztab o wysokiej jakości powierzchni poprzez szlifowanie.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ze stali narzędziowej ciągnionych na zimno.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;ciągnieniem na zimno stalowych prętów o małej średnicy.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;ciągnieniem na zimno sztab ze stali węglowej.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów do produkcji wałów.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem prętów w celu uzyskania precyzyjnych wymiarów.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno do produkcji śrub.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów o przekroju sześciokątnym ciągnionych na zimno.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno o przekroju prostokątnym.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów o długości 6 metrów.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno dla przemysłu maszynowego.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem stalowych prętów przed dalszą obróbką.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno o zaostrzonych końcach.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno ze stali konstrukcyjnej.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ze stali stopowej szlifowanych.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem prętów ze stali nierdzewnej.;NULL;Dane_syntetyczne_1
SP.Z. O.O.POLAND...,WAŁBRZYCH;2442;2442B, 3832Z, 4672Z, 4677 , 4677Z;Branża: Przemysł metalurgiczny | Produkty: Ciekły aluminium, Gąski aluminiowe | Usługi: Dostarczanie ciekłego aluminium bezpośrednio do odlewni klientów;NULL;BJS_OPIS_01 10 2025_PKD
P.U.H. CIK   KRZYSZTOF CHRYPLEWICZ, ZBIGNIEW KOPACZ;2932;2932Z, 4531Z, 4532Z, 4619Z, 4690Z, 4791Z;Branża: Produkcja | Produkty: Akcesoria samochodowe, Dywaniki welurowe, dywaniki gumowe, podnóżki Armrest, podnóżki Armnik S1, podnóżki Armnik S2, podnóżki Armnik S4, maty bagażnikowe New Design, maty bagażnikowe Old Design, maty bagażnikowe Cargo Line, w;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2434;NULL;produkcją drutu stalowego do elementów ogrodniczych.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;ciągnieniem na zimno walcówki do drutu o bardzo małej tolerancji.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu stalowego dla przemysłu kolejowego.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu ciągnionego na zimno do konstrukcji z siatki.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu stalowego o wysokiej przewodności.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;ciągnieniem na zimno walcówki do drutu dla przemysłu chłodniczego.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu stalowego do sit przemysłowych.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu ciągnionego na zimno o gładkiej powierzchni.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu stalowego do zastosowań architektonicznych.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;ciągnieniem na zimno walcówki do drutu do produkcji sprężyn naciągowych.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu stalowego do produkcji wieszaków.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu ciągnionego na zimno do produkcji klipsów.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu stalowego do produkcji półek.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;ciągnieniem na zimno walcówki do drutu do zgrzewania.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu stalowego do produkcji szpilek.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu ciągnionego na zimno ze stali ocynkowanej.;NULL;Dane_syntetyczne_1
NULL;2434;NULL;produkcją drutu stalowego do produkcji elementów biżuterii.;NULL;Dane_syntetyczne_1
HALUPCZOK STOLARSTWO - R.E.J. HALUPCZOK - SPÓŁKA CYWILNA;1623;1623Z, 4120Z, 4332Z, 4339Z, 4391Z;"Branża: Stolarstwo | Produkty: Okna drewniane, Okna aluminiowo-drrewniane, Systemy bezprogowe, Drzwi wewnętrzne, Drzwi zewnętrzne, Drzwi przeciwpożarowe (odporność ogniowa EI30 lub EI60), Okniennice energooszczędne, Okiennice z kolekcji ""Czyste Powietrze""";NULL;BJS_OPIS_01 10 2025_PKD
